age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
22,state-gov,10,never-married,protective-serv,own-child,black,female,0,0,40,united-states,0
43,self-emp-not-inc,13,never-married,sales,not-in-family,white,male,0,0,42,united-states,0
67,unknown,7,married-civ-spouse,unknown,husband,white,male,0,0,8,united-states,0
30,unknown,11,divorced,unknown,unmarried,white,female,0,0,40,united-states,0
56,private,12,married-spouse-absent,other-service,not-in-family,white,male,0,0,25,iran,0
31,private,13,never-married,prof-specialty,own-child,white,male,0,0,25,united-states,0
33,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,1
26,private,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,0
33,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,1
46,local-gov,7,married-civ-spouse,transport-moving,husband,white,male,0,0,30,united-states,0
59,unknown,13,married-civ-spouse,unknown,husband,white,male,0,0,40,united-states,1
38,federal-gov,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,1
65,private,7,widowed,other-service,unmarried,other,male,0,0,40,united-states,0
40,private,11,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,1
42,private,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,35,united-states,0
26,self-emp-not-inc,5,married-civ-spouse,craft-repair,husband,white,male,0,0,40,portugal,0
36,private,6,married-civ-spouse,other-service,wife,white,female,0,0,24,united-states,0
62,private,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,1
43,private,13,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,0
43,private,13,divorced,exec-managerial,not-in-family,white,male,0,1564,45,united-states,1
22,private,9,married-spouse-absent,sales,not-in-family,white,male,0,0,55,united-states,0
28,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
56,self-emp-not-inc,10,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,0
22,private,12,never-married,sales,not-in-family,white,female,0,0,15,united-states,0
57,private,13,divorced,exec-managerial,not-in-family,white,female,0,0,45,united-states,1
39,private,9,divorced,sales,unmarried,white,female,0,0,40,united-states,0
26,federal-gov,10,never-married,adm-clerical,unmarried,white,female,0,0,15,united-states,0
17,private,7,never-married,other-service,own-child,white,male,0,0,10,united-states,0
40,state-gov,11,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,38,united-states,1
45,private,9,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,united-states,0
44,private,9,never-married,craft-repair,not-in-family,black,male,0,0,40,united-states,0
20,local-gov,10,never-married,adm-clerical,own-child,white,female,0,0,10,united-states,0
33,private,9,married-civ-spouse,craft-repair,wife,white,female,0,0,40,united-states,0
23,private,10,never-married,sales,not-in-family,white,male,0,0,40,united-states,0
46,self-emp-not-inc,14,divorced,exec-managerial,not-in-family,white,male,0,0,30,united-states,0
38,private,9,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,0
54,private,9,divorced,transport-moving,not-in-family,white,male,0,0,40,united-states,0
46,private,3,divorced,craft-repair,not-in-family,white,female,0,2339,45,united-states,0
25,private,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
46,private,10,divorced,sales,not-in-family,white,female,0,0,40,united-states,0
36,local-gov,10,married-civ-spouse,transport-moving,wife,white,female,0,0,40,united-states,0
23,private,9,never-married,other-service,not-in-family,white,female,0,0,25,united-states,0
29,private,9,separated,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,0
44,private,10,married-civ-spouse,adm-clerical,wife,white,female,0,2415,6,united-states,1
19,private,10,never-married,adm-clerical,own-child,white,female,0,0,16,united-states,0
19,private,9,never-married,other-service,other-relative,white,female,0,0,40,united-states,0
35,private,9,married-civ-spouse,other-service,wife,white,female,0,0,40,united-states,1
27,private,13,never-married,craft-repair,not-in-family,white,male,0,0,50,united-states,0
46,self-emp-not-inc,12,separated,craft-repair,not-in-family,white,male,0,0,40,united-states,0
34,state-gov,13,married-civ-spouse,exec-managerial,husband,white,male,7688,0,45,unknown,1
34,private,9,never-married,other-service,not-in-family,white,female,0,0,35,united-states,0
44,private,10,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,0
45,private,10,divorced,handlers-cleaners,unmarried,white,female,0,0,40,united-states,0
20,unknown,9,never-married,unknown,other-relative,white,female,0,0,35,united-states,0
25,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,1
52,self-emp-inc,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,1
20,private,10,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,0
28,private,10,never-married,other-service,not-in-family,white,female,0,0,40,united-states,0
50,state-gov,13,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,1
34,private,11,divorced,tech-support,not-in-family,white,female,0,0,64,united-states,0
28,private,4,married-civ-spouse,handlers-cleaners,husband,other,male,0,2179,40,puerto-rico,0
41,private,14,married-civ-spouse,exec-managerial,husband,white,male,0,1977,65,united-states,1
28,private,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,0
46,self-emp-not-inc,9,married-civ-spouse,craft-repair,husband,white,male,0,0,25,united-states,0
28,unknown,10,married-civ-spouse,unknown,wife,white,female,0,1887,40,united-states,1
32,private,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,0
41,local-gov,10,divorced,other-service,not-in-family,black,female,0,0,24,united-states,0
24,private,9,never-married,handlers-cleaners,unmarried,black,female,0,0,40,united-states,0
33,private,10,divorced,exec-managerial,unmarried,white,female,0,0,40,united-states,0
46,private,16,married-civ-spouse,exec-managerial,husband,white,male,15024,0,60,united-states,1
31,state-gov,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,0
35,private,8,divorced,craft-repair,not-in-family,white,male,0,0,50,united-states,1
52,private,2,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,mexico,0
30,private,7,never-married,other-service,own-child,white,female,0,0,19,united-states,0
34,local-gov,7,separated,machine-op-inspct,not-in-family,black,male,0,0,40,united-states,0
34,state-gov,9,divorced,transport-moving,unmarried,white,female,0,0,40,united-states,0
20,private,10,married-civ-spouse,sales,husband,white,male,0,0,30,united-states,0
17,private,7,never-married,handlers-cleaners,own-child,white,male,2176,0,18,united-states,0
32,state-gov,13,married-civ-spouse,exec-managerial,wife,white,female,0,0,40,united-states,1
29,private,9,divorced,farming-fishing,not-in-family,white,male,0,0,40,united-states,0
33,private,6,never-married,craft-repair,unmarried,white,female,0,0,35,united-states,0
25,private,9,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,0
36,federal-gov,14,never-married,prof-specialty,not-in-family,white,male,0,1408,40,united-states,0
23,private,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,72,dominican-republic,0
63,self-emp-inc,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,1
47,local-gov,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,0
80,unknown,9,widowed,unknown,not-in-family,white,male,0,0,24,united-states,0
17,unknown,7,never-married,unknown,own-child,white,male,0,0,40,united-states,0
40,self-emp-not-inc,13,married-spouse-absent,prof-specialty,not-in-family,white,female,2174,0,40,united-states,0
30,private,12,married-civ-spouse,other-service,wife,white,female,0,0,25,united-states,1
27,private,10,never-married,craft-repair,own-child,asian-pac-islander,male,0,1980,40,philippines,0
33,private,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,1
34,local-gov,9,never-married,farming-fishing,not-in-family,black,male,594,0,60,united-states,0
34,local-gov,10,never-married,protective-serv,not-in-family,white,female,0,0,40,united-states,0
23,private,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,0
42,local-gov,10,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,0
29,private,13,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,0
45,private,9,divorced,adm-clerical,not-in-family,white,female,0,0,28,united-states,0
24,federal-gov,9,never-married,armed-forces,own-child,white,male,0,0,40,united-states,0
44,private,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,1
27,private,5,never-married,craft-repair,other-relative,white,male,0,0,40,mexico,0
20,private,10,never-married,sales,not-in-family,white,male,0,0,35,united-states,0
44,private,9,widowed,exec-managerial,unmarried,black,female,0,0,40,united-states,0
51,private,9,married-civ-spouse,craft-repair,husband,amer-indian-eskimo,male,0,0,40,united-states,0
20,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,0
17,unknown,7,never-married,unknown,own-child,white,female,0,0,5,united-states,0
19,private,9,never-married,machine-op-inspct,own-child,black,female,0,0,40,united-states,0
45,self-emp-inc,10,married-civ-spouse,craft-repair,husband,white,male,0,0,55,united-states,1
60,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,1
42,private,12,married-civ-spouse,exec-managerial,husband,black,male,0,0,40,unknown,1
44,self-emp-not-inc,9,married-civ-spouse,sales,wife,white,female,0,0,40,united-states,1
40,private,11,married-civ-spouse,machine-op-inspct,husband,asian-pac-islander,male,0,0,40,united-states,1
30,private,9,married-civ-spouse,exec-managerial,wife,white,female,0,0,40,united-states,0
38,private,10,married-civ-spouse,transport-moving,husband,black,male,0,0,50,united-states,0
23,private,9,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,0
32,unknown,10,married-civ-spouse,unknown,husband,white,male,0,0,40,united-states,0
44,private,12,never-married,farming-fishing,own-child,white,male,0,0,40,united-states,0
54,local-gov,9,married-civ-spouse,transport-moving,husband,black,male,0,0,40,united-states,0
32,private,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,0
50,private,2,married-spouse-absent,craft-repair,unmarried,white,male,0,0,40,united-states,0
24,private,13,never-married,tech-support,not-in-family,white,female,0,0,20,united-states,0
37,private,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,60,united-states,0
52,private,9,divorced,transport-moving,unmarried,white,male,0,0,40,united-states,0
38,private,10,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,0
49,private,14,married-civ-spouse,exec-managerial,husband,white,male,0,1977,45,united-states,1
30,private,13,married-civ-spouse,tech-support,wife,white,female,0,0,16,united-states,1
60,private,10,never-married,prof-specialty,unmarried,white,male,0,0,40,united-states,1
22,unknown,10,never-married,unknown,own-child,white,male,0,0,40,united-states,0
35,private,9,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,0
30,private,9,never-married,transport-moving,not-in-family,white,male,0,0,60,united-states,0
67,private,11,divorced,other-service,not-in-family,white,female,0,0,24,united-states,0
46,private,13,never-married,craft-repair,not-in-family,white,female,0,0,40,united-states,0
17,private,5,never-married,other-service,not-in-family,white,male,0,0,6,united-states,0
22,private,10,never-married,handlers-cleaners,own-child,white,male,0,0,30,united-states,0
27,private,6,never-married,other-service,not-in-family,white,male,0,0,40,united-states,0
23,private,9,never-married,other-service,unmarried,white,female,0,0,35,united-states,0
33,private,12,married-civ-spouse,craft-repair,husband,white,male,0,0,45,portugal,0
43,self-emp-not-inc,10,married-civ-spouse,craft-repair,husband,white,male,0,0,20,united-states,0
28,state-gov,13,never-married,prof-specialty,not-in-family,white,male,0,0,20,united-states,0
41,private,9,married-spouse-absent,craft-repair,unmarried,white,female,0,0,40,united-states,0
52,unknown,8,never-married,unknown,other-relative,black,male,594,0,40,united-states,0
25,private,10,married-spouse-absent,adm-clerical,own-child,black,female,0,0,20,united-states,0
63,unknown,2,married-civ-spouse,unknown,husband,white,male,0,0,35,united-states,0
59,local-gov,9,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,0
45,local-gov,13,divorced,prof-specialty,unmarried,white,female,0,0,40,united-states,0
38,private,13,married-civ-spouse,sales,husband,white,male,15024,0,60,united-states,1
40,private,9,never-married,other-service,not-in-family,white,female,0,0,35,united-states,0
46,federal-gov,9,divorced,adm-clerical,not-in-family,white,male,0,0,40,united-states,0
35,private,12,never-married,exec-managerial,not-in-family,white,female,0,0,60,united-states,0
34,private,9,divorced,prof-specialty,unmarried,white,female,0,0,25,united-states,0
33,private,13,never-married,craft-repair,own-child,white,male,0,0,20,united-states,0
41,private,9,divorced,adm-clerical,unmarried,white,female,0,0,36,united-states,0
20,private,10,never-married,machine-op-inspct,own-child,white,male,0,0,40,united-states,0
23,private,3,never-married,other-service,own-child,white,male,0,0,40,el-salvador,0
26,private,10,never-married,prof-specialty,not-in-family,white,female,0,0,35,united-states,0
72,unknown,9,married-civ-spouse,unknown,husband,white,male,0,0,20,united-states,0
23,local-gov,9,never-married,farming-fishing,not-in-family,white,male,0,0,40,poland,0
62,local-gov,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,0
52,private,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,0
58,private,10,divorced,other-service,unmarried,white,female,0,0,42,france,0
25,private,13,never-married,sales,not-in-family,white,female,0,0,40,united-states,0
24,private,13,never-married,exec-managerial,not-in-family,black,male,0,0,40,united-states,0
